1	5	1	2	7	15	0	0	0	0	0	0
800	1	0	0	0	0	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
50	150	0	0	0	0	240	0	0	99999	0	0
50	75	0	0	0	0	240	0	0	99999	0	0
50	25	0	0	0	0	240	0	0	99999	0	0
50	75	0	0	0	0	240	0	0	0	0	0
50	25	0	0	0	0	240	0	0	0	0	0
39	26	0	0	0	0	240	0	0	0	0	0
61	14	0	0	0	0	240	0	0	0	0	0
77	30	0	0	0	0	240	0	0	0	0	0
40	50	0	0	0	0	240	0	0	0	0	0
31	84	0	0	0	0	240	0	0	0	0	0
18	75	20	5	15	154	288	10	0	0	0	0
10	40	30	8	22	155	255	10	0	0	0	0
58	75	20	15	5	167	285	10	0	0	0	0
55	60	16	15	1	201	312	10	0	0	0	0
20	82	10	2	8	139	293	10	0	0	0	0
18	80	10	2	8	171	293	10	0	0	0	0
42	10	40	10	30	165	283	10	0	0	0	0
35	5	20	3	17	180	285	10	0	0	0	0
38	5	30	4	26	156	285	10	0	0	0	0
37	31	14	12	2	175	293	10	0	0	0	0
20	50	5	2	3	121	237	10	0	0	0	0
60	85	30	21	9	197	290	10	0	0	0	0
85	25	10	3	7	169	279	10	0	0	0	0
65	20	6	2	4	161	291	10	0	0	0	0
41	37	16	14	2	115	247	10	0	0	0	0
