1	3	1	2	4	15	0	0	0	0	0	0
1400	1	0	0	0	0	0	0	0	0	0	0
175	1	0	77.75	3.47	1	0	0	0	0	0	0
175	1	0	77.75	3.47	1	0	0	0	0	0	0
175     1       0       77.75   3.47    1       0       0       0       0       0       0
50	150	0	0	0	0	3390	0	0	99999	0	0
50	75	0	0	0	0	3390	0	0	99999	0	0
50	25	0	0	0	0	3390	0	0	99999	0	0
50	75	0	0	0	0	3390	0	0	0	0	0
50	25	0	0	0	0	3390	0	0	0	0	0
27	10	0	0	0	0	3390	0	0	0	0	0
77	30	0	0	0	0	3390	0	0	0	0	0
25	50	10	5	5	2746	3386	90	0	0	0	0
30	50	10	6	4	2751	3391	90	0	0	0	0
58	75	20	15	5	180	820	90	0	0	0	0
45	65	20	14	6	1040	1680	90	0	0	0	0
87	30	10	3	7	1183	1823	90	0	0	0	0
65	60	30	28	2	128	768	90	0	0	0	0
10	35	20	6	14	2121	2761	90	0	0	0	0
75	55	20	15	5	369	1009	90	0	0	0	0
38	10	10	3	7	1157	1797	90	0	0	0	0
28	52	20	11	9	2748	3388	90	0	0	0	0
25	35	10	7	3	263	903	90	0	0	0	0
92	30	10	3	7	989	1629	90	0	0	0	0
33	35	10	9	1	118	758	90	0	0	0	0
86	46	30	16	14	604	1244	90	0	0	0	0
58	70	20	17	3	128	768	90	0	0	0	0
