1	5	1	2	7	15	0	0	0	0	0	0
800	1	0	0	0	0	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
100	1	0	77.75	0.39	1	0	0	0	0	0	0
50	150	0	0	0	0	240	0	0	99999	0	0
50	75	0	0	0	0	240	0	0	99999	0	0
50	25	0	0	0	0	240	0	0	99999	0	0
50	75	0	0	0	0	240	0	0	0	0	0
50	25	0	0	0	0	240	0	0	0	0	0
21	83	0	0	0	0	240	0	0	0	0	0
10	28	0	0	0	0	240	0	0	0	0	0
77	30	0	0	0	0	240	0	0	0	0	0
40	50	0	0	0	0	240	0	0	0	0	0
57	82	0	0	0	0	240	0	0	0	0	0
85	25	10	3	7	101	279	10	0	0	0	0
57	29	18	9	9	174	204	10	0	0	0	0
2	40	20	1	19	261	291	10	0	0	0	0
18	75	20	5	15	101	297	10	0	0	0	0
37	47	6	5	1	246	276	10	0	0	0	0
65	35	3	2	1	101	301	10	0	0	0	0
15	80	10	2	8	226	256	10	0	0	0	0
60	80	10	8	2	201	231	10	0	0	0	0
85	35	30	12	18	101	283	10	0	0	0	0
35	40	16	14	2	132	162	10	0	0	0	0
35	69	23	12	11	101	311	10	0	0	0	0
63	65	8	8	0	207	237	10	0	0	0	0
12	24	13	7	6	159	189	10	0	0	0	0
31	67	3	1	2	101	311	10	0	0	0	0
37	31	14	12	2	101	311	10	0	0	0	0
