1	4	1	1	4	10	0	0	0	0	0	0
800	1	0	0	0	0	0	0	0	0	0	0
100	1	0	80.63	0.49	1	0	0	0	0	0	0
100	1	0	80.63	0.49	1	0	0	0	0	0	0
100	1	0	80.63	0.49	1	0	0	0	0	0	0
100     1       0       80.63   0.49    1       0       0       0       0       0       0
50	150	0	0	0	0	230	0	0	99999	0	0
50	75	0	0	0	0	230	0	0	99999	0	0
50	75	0	0	0	0	230	0	0	0	0	0
28	62	0	0	0	0	230	0	0	0	0	0
51	7	0	0	0	0	230	0	0	0	0	0
63	12	0	0	0	0	230	0	0	0	0	0
31	52	27	16	11	141	151	10	0	0	0	0
55	5	29	3	26	213	223	10	0	0	0	0
67	5	25	2	23	116	292	10	0	0	0	0
17	34	3	2	1	116	317	10	0	0	0	0
26	52	9	5	4	282	292	10	0	0	0	0
53	43	14	11	3	266	276	10	0	0	0	0
45	65	9	6	3	193	203	10	0	0	0	0
20	26	9	7	2	254	264	10	0	0	0	0
50	35	19	13	6	293	303	10	0	0	0	0
45	20	11	5	6	116	317	10	0	0	0	0
