1	3	1	1	5	10	0	0	0	0	0	0
1400	1	0	0	0	0	0	0	0	0	0	0
175	1	0	77.75	3.47	1	0	0	0	0	0	0
175	1	0	77.75	3.47	1	0	0	0	0	0	0
175     1       0       77.75   3.47    1       0       0       0       0       0       0
50	150	0	0	0	0	3390	0	0	99999	0	0
50	75	0	0	0	0	3390	0	0	99999	0	0
50	75	0	0	0	0	3390	0	0	0	0	0
77	52	0	0	0	0	3390	0	0	0	0	0
21	83	0	0	0	0	3390	0	0	0	0	0
22	34	0	0	0	0	3390	0	0	0	0	0
39	26	0	0	0	0	3390	0	0	0	0	0
62	40	10	6	4	1909	2069	90	0	0	0	0
20	55	10	4	6	2838	2998	90	0	0	0	0
70	58	20	17	3	422	582	90	0	0	0	0
20	85	40	9	31	794	954	90	0	0	0	0
38	15	40	16	24	101	3365	90	0	0	0	0
34	60	20	11	9	113	273	90	0	0	0	0
25	50	10	5	5	3026	3186	90	0	0	0	0
22	66	40	13	27	1179	1339	90	0	0	0	0
35	66	10	5	5	129	289	90	0	0	0	0
16	42	20	8	12	2645	2805	90	0	0	0	0
