1	2	1	1	5	10	0	0	0	0	0	0
2000	1	0	0	0	0	0	0	0	0	0	0
250	1	0	60.63	0.49	1	0	0	0	0	0	0
250     1       0       60.63   0.49    1       0       0       0       0       0       0
50	150	0	0	0	0	1000	0	0	99999	0	0
50	75	0	0	0	0	1000	0	0	99999	0	0
50	75	0	0	0	0	1000	0	0	0	0	0
59	67	0	0	0	0	1000	0	0	0	0	0
20	61	0	0	0	0	1000	0	0	0	0	0
15	42	0	0	0	0	1000	0	0	0	0	0
21	22	0	0	0	0	1000	0	0	0	0	0
11	31	7	2	5	116	1081	10	0	0	0	0
20	65	12	4	8	116	1072	10	0	0	0	0
32	12	7	3	4	116	1082	10	0	0	0	0
61	52	3	3	0	764	942	10	0	0	0	0
37	47	6	5	1	116	1093	10	0	0	0	0
15	30	26	13	13	137	298	10	0	0	0	0
12	24	13	7	6	445	667	10	0	0	0	0
49	11	18	4	14	116	1078	10	0	0	0	0
57	68	15	13	2	116	1066	10	0	0	0	0
5	30	2	0	2	116	1075	10	0	0	0	0
