1	4	1	1	5	10	0	0	0	0	0	0
800	1	0	0	0	0	0	0	0	0	0	0
100	1	0	77.75	3.47	1	0	0	0	0	0	0
100	1	0	77.75	3.47	1	0	0	0	0	0	0
100	1	0	77.75	3.47	1	0	0	0	0	0	0
100     1       0       77.75   3.47    1       0       0       0       0       0       0
50	150	0	0	0	0	1236	0	0	99999	0	0
50	75	0	0	0	0	1236	0	0	99999	0	0
50	75	0	0	0	0	1236	0	0	0	0	0
77	52	0	0	0	0	1236	0	0	0	0	0
57	82	0	0	0	0	1236	0	0	0	0	0
48	8	0	0	0	0	1236	0	0	0	0	0
93	43	0	0	0	0	1236	0	0	0	0	0
58	75	20	15	5	282	348	90	0	0	0	0
88	35	20	8	12	768	832	90	0	0	0	0
42	68	10	6	4	685	757	90	0	0	0	0
22	75	30	9	21	1143	1207	90	0	0	0	0
62	80	30	23	7	375	431	90	0	0	0	0
55	85	20	13	7	845	899	90	0	0	0	0
42	10	40	10	30	911	969	90	0	0	0	0
23	52	10	4	6	364	412	90	0	0	0	0
63	58	10	9	1	1030	1090	90	0	0	0	0
60	80	10	8	2	278	344	90	0	0	0	0
