1	3	1	1	4	10	0	0	0	0	0	0
2000	1	0	0	0	0	0	0	0	0	0	0
250	1	0	77.75	0.39	1	0	0	0	0	0	0
250	1	0	77.75	0.39	1	0	0	0	0	0	0
250     1       0       77.75   0.39    1       0       0       0       0       0       0
50	150	0	0	0	0	960	0	0	99999	0	0
50	75	0	0	0	0	960	0	0	99999	0	0
50	75	0	0	0	0	960	0	0	0	0	0
77	52	0	0	0	0	960	0	0	0	0	0
57	82	0	0	0	0	960	0	0	0	0	0
10	28	0	0	0	0	960	0	0	0	0	0
55	54	26	26	0	420	456	10	0	0	0	0
55	85	20	13	7	140	591	10	0	0	0	0
12	24	13	7	6	542	542	10	0	0	0	0
31	67	3	1	2	629	629	10	0	0	0	0
2	40	20	1	19	708	840	10	0	0	0	0
15	10	20	13	7	299	507	10	0	0	0	0
88	35	20	8	12	172	790	10	0	0	0	0
27	43	9	6	3	589	751	10	0	0	0	0
61	52	3	3	0	451	505	10	0	0	0	0
18	75	20	5	15	243	595	10	0	0	0	0
